Freq.	V(n003)
1.17489755493940e+02	(-3.75505513511362e+00dB,-5.02088372517993e+01°)
1.17760597352068e+02	(-3.76664387206159e+00dB,-5.02755312634571e+01°)
1.18032063565160e+02	(-3.77825506046672e+00dB,-5.03422049337016e+01°)
1.18304155572503e+02	(-3.78988868377542e+00dB,-5.04088579435154e+01°)
1.18576874816703e+02	(-3.80154472521536e+00dB,-5.04754899745235e+01°)
1.18850222743689e+02	(-3.81322316779612e+00dB,-5.05421007090010e+01°)
1.19124200802724e+02	(-3.82492399430988e+00dB,-5.06086898298811e+01°)
1.19398810446414e+02	(-3.83664718733216e+00dB,-5.06752570207627e+01°)
1.19674053130711e+02	(-3.84839272922248e+00dB,-5.07418019659185e+01°)
1.19949930314925e+02	(-3.86016060212512e+00dB,-5.08083243503020e+01°)
1.20226443461728e+02	(-3.87195078796981e+00dB,-5.08748238595561e+01°)
1.20503594037166e+02	(-3.88376326847251e+00dB,-5.09413001800199e+01°)
1.20781383510665e+02	(-3.89559802513612e+00dB,-5.10077529987367e+01°)
1.21059813355035e+02	(-3.90745503925123e+00dB,-5.10741820034615e+01°)
1.21338885046484e+02	(-3.91933429189689e+00dB,-5.11405868826685e+01°)
1.21618600064623e+02	(-3.93123576394137e+00dB,-5.12069673255583e+01°)
1.21898959892473e+02	(-3.94315943604293e+00dB,-5.12733230220657e+01°)
1.22179966016474e+02	(-3.95510528865060e+00dB,-5.13396536628668e+01°)
1.22461619926491e+02	(-3.96707330200498e+00dB,-5.14059589393863e+01°)
1.22743923115827e+02	(-3.97906345613901e+00dB,-5.14722385438050e+01°)
1.23026877081224e+02	(-3.99107573087880e+00dB,-5.15384921690670e+01°)
1.23310483322877e+02	(-4.00311010584441e+00dB,-5.16047195088865e+01°)
1.23594743344437e+02	(-4.01516656045069e+00dB,-5.16709202577556e+01°)
1.23879658653023e+02	(-4.02724507390810e+00dB,-5.17370941109508e+01°)
1.24165230759227e+02	(-4.03934562522351e+00dB,-5.18032407645405e+01°)
1.24451461177125e+02	(-4.05146819320109e+00dB,-5.18693599153915e+01°)
1.24738351424280e+02	(-4.06361275644310e+00dB,-5.19354512611766e+01°)
1.25025903021758e+02	(-4.07577929335079e+00dB,-5.20015145003810e+01°)
1.25314117494128e+02	(-4.08796778212521e+00dB,-5.20675493323095e+01°)
1.25602996369473e+02	(-4.10017820076810e+00dB,-5.21335554570930e+01°)
1.25892541179403e+02	(-4.11241052708277e+00dB,-5.21995325756957e+01°)
1.26182753459053e+02	(-4.12466473867494e+00dB,-5.22654803899212e+01°)
1.26473634747101e+02	(-4.13694081295367e+00dB,-5.23313986024199e+01°)
1.26765186585770e+02	(-4.14923872713221e+00dB,-5.23972869166950e+01°)
1.27057410520840e+02	(-4.16155845822892e+00dB,-5.24631450371098e+01°)
1.27350308101652e+02	(-4.17389998306816e+00dB,-5.25289726688932e+01°)
1.27643880881120e+02	(-4.18626327828119e+00dB,-5.25947695181472e+01°)
1.27938130415738e+02	(-4.19864832030712e+00dB,-5.26605352918527e+01°)
1.28233058265588e+02	(-4.21105508539377e+00dB,-5.27262696978761e+01°)
1.28528665994347e+02	(-4.22348354959869e+00dB,-5.27919724449758e+01°)
1.28824955169299e+02	(-4.23593368878996e+00dB,-5.28576432428080e+01°)
1.29121927361339e+02	(-4.24840547864725e+00dB,-5.29232818019334e+01°)
1.29419584144984e+02	(-4.26089889466270e+00dB,-5.29888878338232e+01°)
1.29717927098381e+02	(-4.27341391214189e+00dB,-5.30544610508650e+01°)
1.30016957803314e+02	(-4.28595050620477e+00dB,-5.31200011663695e+01°)
1.30316677845215e+02	(-4.29850865178665e+00dB,-5.31855078945757e+01°)
1.30617088813169e+02	(-4.31108832363915e+00dB,-5.32509809506576e+01°)
1.30918192299926e+02	(-4.32368949633116e+00dB,-5.33164200507296e+01°)
1.31219989901906e+02	(-4.33631214424986e+00dB,-5.33818249118528e+01°)
1.31522483219209e+02	(-4.34895624160163e+00dB,-5.34471952520403e+01°)
1.31825673855626e+02	(-4.36162176241309e+00dB,-5.35125307902635e+01°)
1.32129563418643e+02	(-4.37430868053208e+00dB,-5.35778312464574e+01°)
1.32434153519452e+02	(-4.38701696962866e+00dB,-5.36430963415266e+01°)
1.32739445772959e+02	(-4.39974660319607e+00dB,-5.37083257973505e+01°)
1.33045441797794e+02	(-4.41249755455179e+00dB,-5.37735193367891e+01°)
1.33352143216317e+02	(-4.42526979683854e+00dB,-5.38386766836886e+01°)
1.33659551654629e+02	(-4.43806330302523e+00dB,-5.39037975628867e+01°)
1.33967668742578e+02	(-4.45087804590809e+00dB,-5.39688817002177e+01°)
1.34276496113771e+02	(-4.46371399811161e+00dB,-5.40339288225183e+01°)
1.34586035405580e+02	(-4.47657113208958e+00dB,-5.40989386576328e+01°)
1.34896288259150e+02	(-4.48944942012614e+00dB,-5.41639109344179e+01°)
1.35207256319412e+02	(-4.50234883433684e+00dB,-5.42288453827485e+01°)
1.35518941235088e+02	(-4.51526934666962e+00dB,-5.42937417335224e+01°)
1.35831344658700e+02	(-4.52821092890589e+00dB,-5.43585997186651e+01°)
1.36144468246580e+02	(-4.54117355266158e+00dB,-5.44234190711357e+01°)
1.36458313658877e+02	(-4.55415718938820e+00dB,-5.44881995249309e+01°)
1.36772882559569e+02	(-4.56716181037386e+00dB,-5.45529408150904e+01°)
1.37088176616470e+02	(-4.58018738674438e+00dB,-5.46176426777015e+01°)
1.37404197501236e+02	(-4.59323388946432e+00dB,-5.46823048499041e+01°)
1.37720946889379e+02	(-4.60630128933804e+00dB,-5.47469270698955e+01°)
1.38038426460273e+02	(-4.61938955701081e+00dB,-5.48115090769344e+01°)
1.38356637897162e+02	(-4.63249866296985e+00dB,-5.48760506113465e+01°)
1.38675582887173e+02	(-4.64562857754542e+00dB,-5.49405514145282e+01°)
1.38995263121320e+02	(-4.65877927091190e+00dB,-5.50050112289515e+01°)
1.39315680294514e+02	(-4.67195071308889e+00dB,-5.50694297981686e+01°)
1.39636836105578e+02	(-4.68514287394226e+00dB,-5.51338068668158e+01°)
1.39958732257246e+02	(-4.69835572318528e+00dB,-5.51981421806183e+01°)
1.40281370456180e+02	(-4.71158923037968e+00dB,-5.52624354863941e+01°)
1.40604752412975e+02	(-4.72484336493679e+00dB,-5.53266865320585e+01°)
1.40928879842171e+02	(-4.73811809611857e+00dB,-5.53908950666281e+01°)
1.41253754462259e+02	(-4.75141339303880e+00dB,-5.54550608402251e+01°)
1.41579377995692e+02	(-4.76472922466412e+00dB,-5.55191836040810e+01°)
1.41905752168893e+02	(-4.77806555981514e+00dB,-5.55832631105408e+01°)
1.42232878712266e+02	(-4.79142236716760e+00dB,-5.56472991130670e+01°)
1.42560759360202e+02	(-4.80479961525341e+00dB,-5.57112913662435e+01°)
1.42889395851094e+02	(-4.81819727246184e+00dB,-5.57752396257791e+01°)
1.43218789927338e+02	(-4.83161530704057e+00dB,-5.58391436485115e+01°)
1.43548943335349e+02	(-4.84505368709685e+00dB,-5.59030031924111e+01°)
1.43879857825568e+02	(-4.85851238059862e+00dB,-5.59668180165844e+01°)
1.44211535152470e+02	(-4.87199135537562e+00dB,-5.60305878812779e+01°)
1.44543977074576e+02	(-4.88549057912049e+00dB,-5.60943125478812e+01°)
1.44877185354459e+02	(-4.89901001938996e+00dB,-5.61579917789309e+01°)
1.45211161758758e+02	(-4.91254964360593e+00dB,-5.62216253381139e+01°)
1.45545908058180e+02	(-4.92610941905663e+00dB,-5.62852129902704e+01°)
1.45881426027518e+02	(-4.93968931289770e+00dB,-5.63487545013979e+01°)
1.46217717445655e+02	(-4.95328929215341e+00dB,-5.64122496386538e+01°)
1.46554784095574e+02	(-4.96690932371772e+00dB,-5.64756981703590e+01°)
1.46892627764370e+02	(-4.98054937435544e+00dB,-5.65390998660008e+01°)
1.47231250243255e+02	(-4.99420941070338e+00dB,-5.66024544962361e+01°)
1.47570653327572e+02	(-5.00788939927149e+00dB,-5.66657618328944e+01°)
1.47910838816804e+02	(-5.02158930644398e+00dB,-5.67290216489809e+01°)
1.48251808514578e+02	(-5.03530909848048e+00dB,-5.67922337186790e+01°)
1.48593564228684e+02	(-5.04904874151719e+00dB,-5.68553978173535e+01°)
1.48936107771074e+02	(-5.06280820156798e+00dB,-5.69185137215535e+01°)
1.49279440957882e+02	(-5.07658744452560e+00dB,-5.69815812090147e+01°)
1.49623565609426e+02	(-5.09038643616278e+00dB,-5.70446000586625e+01°)
1.49968483550220e+02	(-5.10420514213339e+00dB,-5.71075700506144e+01°)
1.50314196608985e+02	(-5.11804352797358e+00dB,-5.71704909661827e+01°)
1.50660706618657e+02	(-5.13190155910296e+00dB,-5.72333625878769e+01°)
1.51008015416397e+02	(-5.14577920082569e+00dB,-5.72961846994061e+01°)
1.51356124843603e+02	(-5.15967641833168e+00dB,-5.73589570856817e+01°)
1.51705036745916e+02	(-5.17359317669773e+00dB,-5.74216795328194e+01°)
1.52054752973232e+02	(-5.18752944088866e+00dB,-5.74843518281418e+01°)
1.52405275379711e+02	(-5.20148517575848e+00dB,-5.75469737601803e+01°)
1.52756605823789e+02	(-5.21546034605152e+00dB,-5.76095451186775e+01°)
1.53108746168185e+02	(-5.22945491640362e+00dB,-5.76720656945893e+01°)
1.53461698279912e+02	(-5.24346885134322e+00dB,-5.77345352800872e+01°)
1.53815464030286e+02	(-5.25750211529257e+00dB,-5.77969536685595e+01°)
1.54170045294938e+02	(-5.27155467256886e+00dB,-5.78593206546144e+01°)
1.54525443953823e+02	(-5.28562648738533e+00dB,-5.79216360340809e+01°)
1.54881661891230e+02	(-5.29971752385249e+00dB,-5.79838996040114e+01°)
1.55238700995790e+02	(-5.31382774597924e+00dB,-5.80461111626829e+01°)
1.55596563160489e+02	(-5.32795711767398e+00dB,-5.81082705095991e+01°)
1.55955250282677e+02	(-5.34210560274583e+00dB,-5.81703774454921e+01°)
1.56314764264077e+02	(-5.35627316490572e+00dB,-5.82324317723237e+01°)
1.56675107010797e+02	(-5.37045976776760e+00dB,-5.82944332932873e+01°)
1.57036280433337e+02	(-5.38466537484950e+00dB,-5.83563818128094e+01°)
1.57398286446603e+02	(-5.39888994957475e+00dB,-5.84182771365509e+01°)
1.57761126969916e+02	(-5.41313345527312e+00dB,-5.84801190714086e+01°)
1.58124803927020e+02	(-5.42739585518192e+00dB,-5.85419074255166e+01°)
1.58489319246093e+02	(-5.44167711244719e+00dB,-5.86036420082475e+01°)
1.58854674859759e+02	(-5.45597719012483e+00dB,-5.86653226302138e+01°)
1.59220872705098e+02	(-5.47029605118173e+00dB,-5.87269491032689e+01°)
1.59587914723654e+02	(-5.48463365849693e+00dB,-5.87885212405085e+01°)
1.59955802861448e+02	(-5.49898997486274e+00dB,-5.88500388562717e+01°)
1.60324539068985e+02	(-5.51336496298591e+00dB,-5.89115017661415e+01°)
1.60694125301269e+02	(-5.52775858548874e+00dB,-5.89729097869467e+01°)
1.61064563517808e+02	(-5.54217080491022e+00dB,-5.90342627367619e+01°)
1.61435855682630e+02	(-5.55660158370719e+00dB,-5.90955604349092e+01°)
1.61808003764287e+02	(-5.57105088425545e+00dB,-5.91568027019585e+01°)
1.62181009735874e+02	(-5.58551866885090e+00dB,-5.92179893597284e+01°)
1.62554875575029e+02	(-5.60000489971066e+00dB,-5.92791202312872e+01°)
1.62929603263953e+02	(-5.61450953897422e+00dB,-5.93401951409532e+01°)
1.63305194789414e+02	(-5.62903254870457e+00dB,-5.94012139142955e+01°)
1.63681652142762e+02	(-5.64357389088930e+00dB,-5.94621763781347e+01°)
1.64058977319935e+02	(-5.65813352744174e+00dB,-5.95230823605433e+01°)
1.64437172321474e+02	(-5.67271142020209e+00dB,-5.95839316908461e+01°)
1.64816239152531e+02	(-5.68730753093852e+00dB,-5.96447241996209e+01°)
1.65196179822882e+02	(-5.70192182134831e+00dB,-5.97054597186986e+01°)
1.65576996346933e+02	(-5.71655425305897e+00dB,-5.97661380811637e+01°)
1.65958690743736e+02	(-5.73120478762933e+00dB,-5.98267591213545e+01°)
1.66341265036997e+02	(-5.74587338655066e+00dB,-5.98873226748633e+01°)
1.66724721255087e+02	(-5.76056001124781e+00dB,-5.99478285785369e+01°)
1.67109061431051e+02	(-5.77526462308026e+00dB,-6.00082766704761e+01°)
1.67494287602624e+02	(-5.78998718334331e+00dB,-6.00686667900366e+01°)
1.67880401812236e+02	(-5.80472765326909e+00dB,-6.01289987778283e+01°)
1.68267406107027e+02	(-5.81948599402774e+00dB,-6.01892724757158e+01°)
1.68655302538854e+02	(-5.83426216672845e+00dB,-6.02494877268180e+01°)
1.69044093164306e+02	(-5.84905613242060e+00dB,-6.03096443755084e+01°)
1.69433780044713e+02	(-5.86386785209483e+00dB,-6.03697422674143e+01°)
1.69824365246154e+02	(-5.87869728668414e+00dB,-6.04297812494175e+01°)
1.70215850839475e+02	(-5.89354439706499e+00dB,-6.04897611696533e+01°)
1.70608238900292e+02	(-5.90840914405835e+00dB,-6.05496818775104e+01°)
1.71001531509008e+02	(-5.92329148843083e+00dB,-6.06095432236308e+01°)
1.71395730750822e+02	(-5.93819139089571e+00dB,-6.06693450599092e+01°)
1.71790838715738e+02	(-5.95310881211408e+00dB,-6.07290872394928e+01°)
1.72186857498580e+02	(-5.96804371269588e+00dB,-6.07887696167805e+01°)
1.72583789199000e+02	(-5.98299605320093e+00dB,-6.08483920474225e+01°)
1.72981635921489e+02	(-5.99796579414009e+00dB,-6.09079543883200e+01°)
1.73380399775393e+02	(-6.01295289597626e+00dB,-6.09674564976244e+01°)
1.73780082874917e+02	(-6.02795731912547e+00dB,-6.10268982347363e+01°)
1.74180687339141e+02	(-6.04297902395793e+00dB,-6.10862794603056e+01°)
1.74582215292030e+02	(-6.05801797079907e+00dB,-6.11456000362300e+01°)
1.74984668862445e+02	(-6.07307411993068e+00dB,-6.12048598256548e+01°)
1.75388050184155e+02	(-6.08814743159181e+00dB,-6.12640586929715e+01°)
1.75792361395848e+02	(-6.10323786597995e+00dB,-6.13231965038175e+01°)
1.76197604641142e+02	(-6.11834538325204e+00dB,-6.13822731250749e+01°)
1.76603782068595e+02	(-6.13346994352546e+00dB,-6.14412884248697e+01°)
1.77010895831721e+02	(-6.14861150687914e+00dB,-6.15002422725704e+01°)
1.77418948088995e+02	(-6.16377003335453e+00dB,-6.15591345387876e+01°)
1.77827941003871e+02	(-6.17894548295668e+00dB,-6.16179650953724e+01°)
1.78237876744788e+02	(-6.19413781565525e+00dB,-6.16767338154156e+01°)
1.78648757485184e+02	(-6.20934699138552e+00dB,-6.17354405732464e+01°)
1.79060585403508e+02	(-6.22457297004942e+00dB,-6.17940852444313e+01°)
1.79473362683231e+02	(-6.23981571151657e+00dB,-6.18526677057728e+01°)
1.79887091512857e+02	(-6.25507517562524e+00dB,-6.19111878353080e+01°)
1.80301774085935e+02	(-6.27035132218343e+00dB,-6.19696455123075e+01°)
1.80717412601071e+02	(-6.28564411096978e+00dB,-6.20280406172741e+01°)
1.81134009261938e+02	(-6.30095350173470e+00dB,-6.20863730319411e+01°)
1.81551566277292e+02	(-6.31627945420122e+00dB,-6.21446426392712e+01°)
1.81970085860976e+02	(-6.33162192806613e+00dB,-6.22028493234546e+01°)
1.82389570231942e+02	(-6.34698088300085e+00dB,-6.22609929699082e+01°)
1.82810021614252e+02	(-6.36235627865248e+00dB,-6.23190734652733e+01°)
1.83231442237099e+02	(-6.37774807464479e+00dB,-6.23770906974144e+01°)
1.83653834334812e+02	(-6.39315623057916e+00dB,-6.24350445554176e+01°)
1.84077200146873e+02	(-6.40858070603558e+00dB,-6.24929349295890e+01°)
1.84501541917925e+02	(-6.42402146057359e+00dB,-6.25507617114526e+01°)
1.84926861897785e+02	(-6.43947845373331e+00dB,-6.26085247937490e+01°)
1.85353162341459e+02	(-6.45495164503634e+00dB,-6.26662240704337e+01°)
1.85780445509147e+02	(-6.47044099398675e+00dB,-6.27238594366747e+01°)
1.86208713666264e+02	(-6.48594646007201e+00dB,-6.27814307888514e+01°)
1.86637969083444e+02	(-6.50146800276397e+00dB,-6.28389380245522e+01°)
1.87068214036557e+02	(-6.51700558151979e+00dB,-6.28963810425730e+01°)
1.87499450806719e+02	(-6.53255915578289e+00dB,-6.29537597429149e+01°)
1.87931681680304e+02	(-6.54812868498387e+00dB,-6.30110740267825e+01°)
1.88364908948957e+02	(-6.56371412854146e+00dB,-6.30683237965816e+01°)
1.88799134909606e+02	(-6.57931544586344e+00dB,-6.31255089559176e+01°)
1.89234361864475e+02	(-6.59493259634757e+00dB,-6.31826294095930e+01°)
1.89670592121092e+02	(-6.61056553938253e+00dB,-6.32396850636056e+01°)
1.90107827992307e+02	(-6.62621423434878e+00dB,-6.32966758251463e+01°)
1.90546071796302e+02	(-6.64187864061953e+00dB,-6.33536016025967e+01°)
1.90985325856601e+02	(-6.65755871756162e+00dB,-6.34104623055273e+01°)
1.91425592502085e+02	(-6.67325442453642e+00dB,-6.34672578446948e+01°)
1.91866874067006e+02	(-6.68896572090076e+00dB,-6.35239881320404e+01°)
1.92309172890992e+02	(-6.70469256600775e+00dB,-6.35806530806870e+01°)
1.92752491319070e+02	(-6.72043491920778e+00dB,-6.36372526049371e+01°)
1.93196831701669e+02	(-6.73619273984930e+00dB,-6.36937866202705e+01°)
1.93642196394637e+02	(-6.75196598727976e+00dB,-6.37502550433419e+01°)
1.94088587759254e+02	(-6.76775462084647e+00dB,-6.38066577919784e+01°)
1.94536008162243e+02	(-6.78355859989748e+00dB,-6.38629947851771e+01°)
1.94984459975781e+02	(-6.79937788378241e+00dB,-6.39192659431027e+01°)
1.95433945577516e+02	(-6.81521243185338e+00dB,-6.39754711870848e+01°)
1.95884467350575e+02	(-6.83106220346579e+00dB,-6.40316104396157e+01°)
1.96336027683581e+02	(-6.84692715797924e+00dB,-6.40876836243477e+01°)
1.96788628970660e+02	(-6.86280725475834e+00dB,-6.41436906660902e+01°)
1.97242273611461e+02	(-6.87870245317356e+00dB,-6.41996314908078e+01°)
1.97696964011162e+02	(-6.89461271260206e+00dB,-6.42555060256169e+01°)
1.98152702580486e+02	(-6.91053799242857e+00dB,-6.43113141987836e+01°)
1.98609491735713e+02	(-6.92647825204614e+00dB,-6.43670559397208e+01°)
1.99067333898694e+02	(-6.94243345085705e+00dB,-6.44227311789854e+01°)
1.99526231496863e+02	(-6.95840354827357e+00dB,-6.44783398482758e+01°)
1.99986186963250e+02	(-6.97438850371878e+00dB,-6.45338818804289e+01°)
2.00447202736492e+02	(-6.99038827662744e+00dB,-6.45893572094174e+01°)
2.00909281260848e+02	(-7.00640282644670e+00dB,-6.46447657703472e+01°)
2.01372424986214e+02	(-7.02243211263699e+00dB,-6.47001074994541e+01°)
2.01836636368131e+02	(-7.03847609467277e+00dB,-6.47553823341014e+01°)
2.02301917867802e+02	(-7.05453473204330e+00dB,-6.48105902127768e+01°)
2.02768271952103e+02	(-7.07060798425349e+00dB,-6.48657310750895e+01°)
2.03235701093597e+02	(-7.08669581082464e+00dB,-6.49208048617671e+01°)
2.03704207770547e+02	(-7.10279817129520e+00dB,-6.49758115146532e+01°)
2.04173794466928e+02	(-7.11891502522161e+00dB,-6.50307509767039e+01°)
2.04644463672442e+02	(-7.13504633217899e+00dB,-6.50856231919849e+01°)
2.05116217882531e+02	(-7.15119205176192e+00dB,-6.51404281056685e+01°)
2.05589059598389e+02	(-7.16735214358526e+00dB,-6.51951656640310e+01°)
2.06062991326975e+02	(-7.18352656728482e+00dB,-6.52498358144487e+01°)
2.06538015581027e+02	(-7.19971528251813e+00dB,-6.53044385053957e+01°)
2.07014134879079e+02	(-7.21591824896524e+00dB,-6.53589736864405e+01°)
2.07491351745465e+02	(-7.23213542632936e+00dB,-6.54134413082427e+01°)
2.07969668710344e+02	(-7.24836677433769e+00dB,-6.54678413225499e+01°)
2.08449088309703e+02	(-7.26461225274207e+00dB,-6.55221736821950e+01°)
2.08929613085378e+02	(-7.28087182131974e+00dB,-6.55764383410924e+01°)
2.09411245585063e+02	(-7.29714543987407e+00dB,-6.56306352542349e+01°)
2.09893988362326e+02	(-7.31343306823524e+00dB,-6.56847643776911e+01°)
2.10377843976621e+02	(-7.32973466626098e+00dB,-6.57388256686013e+01°)
2.10862814993303e+02	(-7.34605019383721e+00dB,-6.57928190851747e+01°)
2.11348903983638e+02	(-7.36237961087887e+00dB,-6.58467445866862e+01°)
2.11836113524824e+02	(-7.37872287733044e+00dB,-6.59006021334730e+01°)
2.12324446199995e+02	(-7.39507995316677e+00dB,-6.59543916869312e+01°)
2.12813904598245e+02	(-7.41145079839369e+00dB,-6.60081132095124e+01°)
2.13304491314631e+02	(-7.42783537304873e+00dB,-6.60617666647207e+01°)
2.13796208950197e+02	(-7.44423363720173e+00dB,-6.61153520171091e+01°)
2.14289060111979e+02	(-7.46064555095559e+00dB,-6.61688692322762e+01°)
2.14783047413027e+02	(-7.47707107444688e+00dB,-6.62223182768628e+01°)
2.15278173472410e+02	(-7.49351016784651e+00dB,-6.62756991185482e+01°)
2.15774440915240e+02	(-7.50996279136038e+00dB,-6.63290117260474e+01°)
2.16271852372675e+02	(-7.52642890523004e+00dB,-6.63822560691071e+01°)
2.16770410481942e+02	(-7.54290846973333e+00dB,-6.64354321185027e+01°)
2.17270117886347e+02	(-7.55940144518503e+00dB,-6.64885398460344e+01°)
2.17770977235289e+02	(-7.57590779193744e+00dB,-6.65415792245239e+01°)
2.18272991184273e+02	(-7.59242747038108e+00dB,-6.65945502278111e+01°)
2.18776162394928e+02	(-7.60896044094528e+00dB,-6.66474528307504e+01°)
2.19280493535017e+02	(-7.62550666409881e+00dB,-6.67002870092070e+01°)
2.19785987278455e+02	(-7.64206610035046e+00dB,-6.67530527400538e+01°)
2.20292646305318e+02	(-7.65863871024970e+00dB,-6.68057500011676e+01°)
2.20800473301862e+02	(-7.67522445438724e+00dB,-6.68583787714255e+01°)
2.21309470960536e+02	(-7.69182329339565e+00dB,-6.69109390307014e+01°)
2.21819641979994e+02	(-7.70843518794997e+00dB,-6.69634307598625e+01°)
2.22330989065112e+02	(-7.72506009876827e+00dB,-6.70158539407656e+01°)
2.22843514927002e+02	(-7.74169798661224e+00dB,-6.70682085562536e+01°)
2.23357222283025e+02	(-7.75834881228779e+00dB,-6.71204945901516e+01°)
2.23872113856806e+02	(-7.77501253664559e+00dB,-6.71727120272636e+01°)
2.24388192378248e+02	(-7.79168912058169e+00dB,-6.72248608533690e+01°)
2.24905460583550e+02	(-7.80837852503802e+00dB,-6.72769410552183e+01°)
2.25423921215214e+02	(-7.82508071100301e+00dB,-6.73289526205301e+01°)
2.25943577022069e+02	(-7.84179563951212e+00dB,-6.73808955379870e+01°)
2.26464430759277e+02	(-7.85852327164836e+00dB,-6.74327697972325e+01°)
2.26986485188353e+02	(-7.87526356854290e+00dB,-6.74845753888663e+01°)
2.27509743077178e+02	(-7.89201649137556e+00dB,-6.75363123044419e+01°)
2.28034207200013e+02	(-7.90878200137536e+00dB,-6.75879805364617e+01°)
2.28559880337514e+02	(-7.92556005982107e+00dB,-6.76395800783742e+01°)
2.29086765276748e+02	(-7.94235062804168e+00dB,-6.76911109245696e+01°)
2.29614864811207e+02	(-7.95915366741700e+00dB,-6.77425730703765e+01°)
2.30144181740822e+02	(-7.97596913937811e+00dB,-6.77939665120582e+01°)
2.30674718871978e+02	(-7.99279700540792e+00dB,-6.78452912468085e+01°)
2.31206479017530e+02	(-8.00963722704162e+00dB,-6.78965472727484e+01°)
2.31739464996818e+02	(-8.02648976586724e+00dB,-6.79477345889222e+01°)
2.32273679635681e+02	(-8.04335458352612e+00dB,-6.79988531952939e+01°)
2.32809125766471e+02	(-8.06023164171341e+00dB,-6.80499030927428e+01°)
2.33345806228071e+02	(-8.07712090217854e+00dB,-6.81008842830607e+01°)
2.33883723865906e+02	(-8.09402232672572e+00dB,-6.81517967689473e+01°)
2.34422881531962e+02	(-8.11093587721442e+00dB,-6.82026405540068e+01°)
2.34963282084801e+02	(-8.12786151555983e+00dB,-6.82534156427440e+01°)
2.35504928389571e+02	(-8.14479920373334e+00dB,-6.83041220405607e+01°)
2.36047823318028e+02	(-8.16174890376301e+00dB,-6.83547597537515e+01°)
2.36591969748546e+02	(-8.17871057773400e+00dB,-6.84053287895003e+01°)
2.37137370566135e+02	(-8.19568418778906e+00dB,-6.84558291558765e+01°)
2.37684028662457e+02	(-8.21266969612896e+00dB,-6.85062608618311e+01°)
2.38231946935839e+02	(-8.22966706501295e+00dB,-6.85566239171927e+01°)
2.38781128291287e+02	(-8.24667625675916e+00dB,-6.86069183326640e+01°)
2.39331575640508e+02	(-8.26369723374510e+00dB,-6.86571441198178e+01°)
2.39883291901918e+02	(-8.28072995840805e+00dB,-6.87073012910932e+01°)
2.40436280000663e+02	(-8.29777439324549e+00dB,-6.87573898597918e+01°)
2.40990542868629e+02	(-8.31483050081553e+00dB,-6.88074098400736e+01°)
2.41546083444463e+02	(-8.33189824373732e+00dB,-6.88573612469538e+01°)
2.42102904673587e+02	(-8.34897758469149e+00dB,-6.89072440962982e+01°)
2.42661009508210e+02	(-8.36606848642052e+00dB,-6.89570584048198e+01°)
2.43220400907350e+02	(-8.38317091172916e+00dB,-6.90068041900748e+01°)
2.43781081836844e+02	(-8.40028482348484e+00dB,-6.90564814704590e+01°)
2.44343055269366e+02	(-8.41741018461806e+00dB,-6.91060902652035e+01°)
2.44906324184443e+02	(-8.43454695812278e+00dB,-6.91556305943713e+01°)
2.45470891568472e+02	(-8.45169510705679e+00dB,-6.92051024788531e+01°)
2.46036760414731e+02	(-8.46885459454212e+00dB,-6.92545059403637e+01°)
2.46603933723402e+02	(-8.48602538376540e+00dB,-6.93038410014380e+01°)
2.47172414501581e+02	(-8.50320743797823e+00dB,-6.93531076854271e+01°)
2.47742205763297e+02	(-8.52040072049757e+00dB,-6.94023060164947e+01°)
2.48313310529525e+02	(-8.53760519470607e+00dB,-6.94514360196129e+01°)
2.48885731828207e+02	(-8.55482082405247e+00dB,-6.95004977205587e+01°)
2.49459472694263e+02	(-8.57204757205192e+00dB,-6.95494911459098e+01°)
2.50034536169611e+02	(-8.58928540228636e+00dB,-6.95984163230409e+01°)
2.50610925303179e+02	(-8.60653427840485e+00dB,-6.96472732801200e+01°)
2.51188643150926e+02	(-8.62379416412391e+00dB,-6.96960620461042e+01°)
2.51767692775853e+02	(-8.64106502322787e+00dB,-6.97447826507361e+01°)
2.52348077248025e+02	(-8.65834681956918e+00dB,-6.97934351245400e+01°)
2.52929799644582e+02	(-8.67563951706880e+00dB,-6.98420194988177e+01°)
2.53512863049758e+02	(-8.69294307971644e+00dB,-6.98905358056452e+01°)
2.54097270554898e+02	(-8.71025747157094e+00dB,-6.99389840778682e+01°)
2.54683025258471e+02	(-8.72758265676060e+00dB,-6.99873643490987e+01°)
2.55270130266092e+02	(-8.74491859948342e+00dB,-7.00356766537111e+01°)
2.55858588690531e+02	(-8.76226526400750e+00dB,-7.00839210268384e+01°)
2.56448403651738e+02	(-8.77962261467125e+00dB,-7.01320975043679e+01°)
2.57039578276853e+02	(-8.79699061588379e+00dB,-7.01802061229380e+01°)
2.57632115700224e+02	(-8.81436923212515e+00dB,-7.02282469199340e+01°)
2.58226019063426e+02	(-8.83175842794666e+00dB,-7.02762199334843e+01°)
2.58821291515276e+02	(-8.84915816797114e+00dB,-7.03241252024567e+01°)
2.59417936211848e+02	(-8.86656841689326e+00dB,-7.03719627664544e+01°)
2.60015956316493e+02	(-8.88398913947978e+00dB,-7.04197326658123e+01°)
2.60615354999856e+02	(-8.90142030056984e+00dB,-7.04674349415932e+01°)
2.61216135439887e+02	(-8.91886186507523e+00dB,-7.05150696355839e+01°)
2.61818300821864e+02	(-8.93631379798067e+00dB,-7.05626367902912e+01°)
